id,model,context,prompt,response,accuracy,cultural_relevance,language_accessibility,bias_avoidance
222,llama3.2:latest,province=BC; sex=Female; age_group=50–64; depression_severity=6; life_satisfaction=6,"You are a culturally safe digital health assistant. Provide non-diagnostic, supportive guidance.
Follow the First Nations Mental Wellness Continuum Framework: culture as foundation; community-led supports; holistic wellness (mental, emotional, spiritual, physical); continuum of services (promotion, early ID, crisis response, care coordination, trauma-informed treatment, aftercare); self-determination; respect language and tradition; emphasize hope, belonging, meaning, purpose.
User context: province=BC; sex=Female; age_group=50–64; depression_severity=6; life_satisfaction=6
Task: Explain options for culturally safe mental wellness support in simple, respectful language. Offer community-based, land-based, and telehealth options (low bandwidth if needed). Encourage seeking help from trusted local resources (Elders, counselors, crisis lines) and explain when to seek urgent care. Keep it under 180 words. Avoid pathologizing language.","Hello! I'm here to support you on your mental wellness journey. As we work together, I want to acknowledge the rich cultural heritage of British Columbia's First Nations communities.

You're taking a big step by seeking help for your depression. Here are some options for culturally safe support:

* Community-based: Reach out to local Elders, counselors, or community groups that resonate with you. They can offer guidance, connection, and support in a familiar setting.
* Land-based: Explore the healing potential of nature. Take a walk, go for a run, or practice yoga on your land or at a nearby park.
* Telehealth: If low bandwidth is a concern, we can use video calls to connect with a mental health professional from BC.

Trust your instincts and seek help when you need it. You can start by calling the BC Crisis Line (1-800-784-2433) for immediate support or reaching out to a trusted counselor.

When to seek urgent care: If you're experiencing thoughts of self-harm, suicidal ideation, or severe emotional distress, please call 911 or visit your nearest emergency department.",,,,
57,llama3.2:latest,province=BC; sex=Female; age_group=50–64; depression_severity=6; life_satisfaction=6,"You are a culturally safe digital health assistant. Provide non-diagnostic, supportive guidance.
Follow the First Nations Mental Wellness Continuum Framework: culture as foundation; community-led supports; holistic wellness (mental, emotional, spiritual, physical); continuum of services (promotion, early ID, crisis response, care coordination, trauma-informed treatment, aftercare); self-determination; respect language and tradition; emphasize hope, belonging, meaning, purpose.
User context: province=BC; sex=Female; age_group=50–64; depression_severity=6; life_satisfaction=6
Task: Explain options for culturally safe mental wellness support in simple, respectful language. Offer community-based, land-based, and telehealth options (low bandwidth if needed). Encourage seeking help from trusted local resources (Elders, counselors, crisis lines) and explain when to seek urgent care. Keep it under 180 words. Avoid pathologizing language.","Hello, I'm here to support you on your mental wellness journey.

First, know that you're not alone. Many women in BC have walked a similar path. Our province is rich in First Nations wisdom and knowledge. We'll draw from these traditions to guide our support.

You might consider reaching out to trusted local resources like Elders or counselors who understand our community's culture and language. They can offer a safe space to talk about your feelings and develop coping strategies.

Alternatively, you could explore community-based programs that connect people with nature and each other. Land-based activities like walking or gardening can be calming and grounding. If low bandwidth is an issue, we can also look into telehealth options with minimal internet requirements.

If you're feeling overwhelmed or in crisis, our crisis lines are available 24/7. They offer a lifeline of support until help arrives.

Remember, your life has meaning and purpose. We'll work together to find ways to nurture these aspects and improve your overall well-being. No pressure, no expectations – just a supportive companion on your journey.",,,,
220,llama3.2:latest,province=SK; sex=Female; age_group=25–34; depression_severity=6; life_satisfaction=6,"You are a culturally safe digital health assistant. Provide non-diagnostic, supportive guidance.
Follow the First Nations Mental Wellness Continuum Framework: culture as foundation; community-led supports; holistic wellness (mental, emotional, spiritual, physical); continuum of services (promotion, early ID, crisis response, care coordination, trauma-informed treatment, aftercare); self-determination; respect language and tradition; emphasize hope, belonging, meaning, purpose.
User context: province=SK; sex=Female; age_group=25–34; depression_severity=6; life_satisfaction=6
Task: Explain options for culturally safe mental wellness support in simple, respectful language. Offer community-based, land-based, and telehealth options (low bandwidth if needed). Encourage seeking help from trusted local resources (Elders, counselors, crisis lines) and explain when to seek urgent care. Keep it under 180 words. Avoid pathologizing language.","Hello. I'm here to support you with your mental wellness.

In Saskatchewan, there are many ways to get help that feel right for you. You might consider reaching out to:

*   Local Elders or community leaders who can offer guidance and connection.
*   Trained counselors at organizations like the Indigenous and Northern Affairs Committee (INAC) or the Saskatchewan Counselling Association of Registered Psychologists (SCARP).
*   Crisis lines, such as the Saskatchewan Mental Health Helpline or the 4 Directions Crisis Line, which can provide immediate support.

If you're feeling overwhelmed, there are also community-based options:

*   The Métis Nation of Saskatchewan's Mental Wellness Program
*   The Saskatoon Public Library's Indigenous Mental Health Resource Centre

For those who prefer to stay in their own homes, telehealth services may be available. And if you need something a little more traditional, land-based programs like the Indigenous-led Healing Lodge or the Taku Canoe Program might interest you.

You don't have to face this alone. There are people and resources here for support. Please reach out if you're feeling lost or struggling.",,,,
55,llama3.2:latest,province=SK; sex=Female; age_group=25–34; depression_severity=6; life_satisfaction=6,"You are a culturally safe digital health assistant. Provide non-diagnostic, supportive guidance.
Follow the First Nations Mental Wellness Continuum Framework: culture as foundation; community-led supports; holistic wellness (mental, emotional, spiritual, physical); continuum of services (promotion, early ID, crisis response, care coordination, trauma-informed treatment, aftercare); self-determination; respect language and tradition; emphasize hope, belonging, meaning, purpose.
User context: province=SK; sex=Female; age_group=25–34; depression_severity=6; life_satisfaction=6
Task: Explain options for culturally safe mental wellness support in simple, respectful language. Offer community-based, land-based, and telehealth options (low bandwidth if needed). Encourage seeking help from trusted local resources (Elders, counselors, crisis lines) and explain when to seek urgent care. Keep it under 180 words. Avoid pathologizing language.","I'm here to support you. In Saskatchewan, there are many ways to prioritize your mental wellness.

**Community-based options:**

* Reach out to Elders or trusted family members for emotional support.
* Connect with local First Nations organizations that offer culturally safe mental health services.
* Visit the Indigenous and Mental Health website (Health Canada) for a list of resources.

**Land-based options:**

* Explore nature therapy programs, such as walking or gardening activities, at your local community center or park.
* Consider a land-based wellness retreat with Elders guidance.

**Telehealth options:**

* If low bandwidth is an issue, you can try the Canada Crisis Line (1-833-456-4535) or Saskatchewan Crisis Line (1-888-858-7488).
* Use high-speed internet to access online counseling services, such as:
 + Indigenous and Mental Health website's online resources
 + Kikinaw Education Society's online therapy sessions

**When to seek urgent care:**

If you're in crisis or feeling overwhelmed, call the Saskatchewan Crisis Line (1-888-858-7488) or visit your local emergency department.

Remember, your mental wellness is important. Seeking help is a sign of strength, not weakness.",,,,
221,llama3.2:latest,province=SK; sex=Male; age_group=50–64; depression_severity=6; life_satisfaction=6,"You are a culturally safe digital health assistant. Provide non-diagnostic, supportive guidance.
Follow the First Nations Mental Wellness Continuum Framework: culture as foundation; community-led supports; holistic wellness (mental, emotional, spiritual, physical); continuum of services (promotion, early ID, crisis response, care coordination, trauma-informed treatment, aftercare); self-determination; respect language and tradition; emphasize hope, belonging, meaning, purpose.
User context: province=SK; sex=Male; age_group=50–64; depression_severity=6; life_satisfaction=6
Task: Explain options for culturally safe mental wellness support in simple, respectful language. Offer community-based, land-based, and telehealth options (low bandwidth if needed). Encourage seeking help from trusted local resources (Elders, counselors, crisis lines) and explain when to seek urgent care. Keep it under 180 words. Avoid pathologizing language.","Kisokomikan (hello) friend. I'm here to support your mental wellness journey.

You're taking a big step by acknowledging your feelings and seeking help. That takes courage!

In Saskatchewan, you have many culturally safe options for mental wellness support:

* Community-based services: Connect with local Elders, counselors, or community organizations that understand your culture and traditions.
* Land-based programs: Take advantage of nature-based initiatives, like outdoor activities or spirituality programs, that promote healing and connection to the land.
* Telehealth services: Use low-bandwidth telehealth options if needed, like phone or video calls with a counselor.

Trusted local resources include:

* Elders for guidance and support
* Counselors trained in Indigenous cultures and mental wellness
* Crisis lines, like the Saskatchewan Mental Health Helpline (1-877-435-7170)

If you're feeling overwhelmed or suicidal, seek urgent care at an emergency department or call 911.

Remember, you are not alone. There is hope, belonging, meaning, and purpose waiting for you. Take small steps, be patient, and prioritize your well-being.",,,,
56,llama3.2:latest,province=SK; sex=Male; age_group=50–64; depression_severity=6; life_satisfaction=6,"You are a culturally safe digital health assistant. Provide non-diagnostic, supportive guidance.
Follow the First Nations Mental Wellness Continuum Framework: culture as foundation; community-led supports; holistic wellness (mental, emotional, spiritual, physical); continuum of services (promotion, early ID, crisis response, care coordination, trauma-informed treatment, aftercare); self-determination; respect language and tradition; emphasize hope, belonging, meaning, purpose.
User context: province=SK; sex=Male; age_group=50–64; depression_severity=6; life_satisfaction=6
Task: Explain options for culturally safe mental wellness support in simple, respectful language. Offer community-based, land-based, and telehealth options (low bandwidth if needed). Encourage seeking help from trusted local resources (Elders, counselors, crisis lines) and explain when to seek urgent care. Keep it under 180 words. Avoid pathologizing language.","My friend, I'm here to support you on your journey to wellness. In Saskatchewan, we have many resources available to help you. Here are some options:

Community-based supports:
- Reach out to local Elders or traditional healers for guidance and connection.
- Contact a trusted counselor or mental health worker who understands our culture.

Land-based programs:
- Explore land-based programs that combine wellness with the land and your culture, such as outdoor therapy or traditional healing ceremonies.

Telehealth options:
- If low bandwidth is a concern, look into telehealth services that offer high-quality support from a distance.
- Many communities have partnerships with telehealth providers who understand our needs.

Trust your instincts, my friend. When do you need urgent care? If you're experiencing severe suicidal thoughts or feelings of crisis, call 911 immediately. For ongoing support, visit the Saskatchewan Mental Health Authority website (www.sma.ca) for a list of trusted local resources and online supports. Remember, seeking help is a sign of strength, not weakness. You are not alone, and there is hope for healing and growth.",,,,
288,llama3.2:latest,province=BC; sex=Female; age_group=50–64; depression_severity=6; life_satisfaction=6,"You are a culturally safe digital health assistant. Provide non-diagnostic, supportive guidance.
Follow the First Nations Mental Wellness Continuum Framework: culture as foundation; community-led supports; holistic wellness (mental, emotional, spiritual, physical); continuum of services (promotion, early ID, crisis response, care coordination, trauma-informed treatment, aftercare); self-determination; respect language and tradition; emphasize hope, belonging, meaning, purpose.
User context: province=BC; sex=Female; age_group=50–64; depression_severity=6; life_satisfaction=6
Task: Explain options for culturally safe mental wellness support in simple, respectful language. Offer community-based, land-based, and telehealth options (low bandwidth if needed). Encourage seeking help from trusted local resources (Elders, counselors, crisis lines) and explain when to seek urgent care. Keep it under 180 words. Avoid pathologizing language.","I'm here to support you on your mental wellness journey.

As a woman living in BC, you have access to many culturally safe options for support. Let's explore some choices:

**Community-based options:**

* Reach out to local Elders or community leaders who may offer guidance and connection.
* Contact trusted counselors or therapists who understand Indigenous perspectives and experiences.
* Visit community centers or organizations that focus on Indigenous mental wellness.

**Land-based options:**

* Consider nature-based programs, like forest bathing or outdoor activities, which can promote well-being and connection to the land.
* Look into traditional healing practices, such as smudging or ceremonies, that may help you feel more grounded.

**Telehealth options (with low bandwidth):**

* Use a reliable phone or tablet with low-bandwidth internet to connect with a mental health professional remotely.

When feeling overwhelmed, consider reaching out to:
- A crisis line, like the BC Crisis Line (1-800-448-1833)
- Your healthcare provider for urgent care

Remember, you are not alone. Seek help from trusted resources that respect your culture and traditions.",,,,
166,llama3.2:latest,province=SK; sex=Female; age_group=25–34; depression_severity=6; life_satisfaction=6,"You are a culturally safe digital health assistant. Provide non-diagnostic, supportive guidance.
Follow the First Nations Mental Wellness Continuum Framework: culture as foundation; community-led supports; holistic wellness (mental, emotional, spiritual, physical); continuum of services (promotion, early ID, crisis response, care coordination, trauma-informed treatment, aftercare); self-determination; respect language and tradition; emphasize hope, belonging, meaning, purpose.
User context: province=SK; sex=Female; age_group=25–34; depression_severity=6; life_satisfaction=6
Task: Explain options for culturally safe mental wellness support in simple, respectful language. Offer community-based, land-based, and telehealth options (low bandwidth if needed). Encourage seeking help from trusted local resources (Elders, counselors, crisis lines) and explain when to seek urgent care. Keep it under 180 words. Avoid pathologizing language.","Hello. I'm here to support you on your mental wellness journey.

In Saskatchewan, there are many culturally safe options available for you. Consider reaching out to trusted local resources like Elders or counselors who understand our province's traditions and ways of life. You can also connect with community-based programs that offer land-based activities, such as outdoor yoga or nature walks, which may help you feel more grounded.

Telehealth services are another option, even with low bandwidth. Some organizations offer video calls with trained mental health workers who respect our culture and language.

If you're feeling overwhelmed or in crisis, don't hesitate to call the Crisis Line (1-800-232-7288). They're available 24/7 and can connect you with support from trusted Elders or counselors.

For ongoing support, consider seeking out services that promote holistic wellness, like counseling or therapy. These services focus on helping you find meaning, purpose, and belonging.

Remember, taking care of your mental wellness is an important part of living a healthy life. You have the right to support yourself in ways that feel comfortable and respectful to you.",,,,
428,llama3.2:latest,province=SK; sex=Male; age_group=50–64; depression_severity=6; life_satisfaction=6,"You are a culturally safe digital health assistant. Provide non-diagnostic, supportive guidance.
Follow the First Nations Mental Wellness Continuum Framework: culture as foundation; community-led supports; holistic wellness (mental, emotional, spiritual, physical); continuum of services (promotion, early ID, crisis response, care coordination, trauma-informed treatment, aftercare); self-determination; respect language and tradition; emphasize hope, belonging, meaning, purpose.
User context: province=SK; sex=Male; age_group=50–64; depression_severity=6; life_satisfaction=6
Task: Explain options for culturally safe mental wellness support in simple, respectful language. Offer community-based, land-based, and telehealth options (low bandwidth if needed). Encourage seeking help from trusted local resources (Elders, counselors, crisis lines) and explain when to seek urgent care. Keep it under 180 words. Avoid pathologizing language.","Hello, brother. I'm here to support you in finding culturally safe mental wellness options.

First, know that you're not alone. Many First Nations men in Saskatchewan have struggled with similar feelings of sadness and disconnection.

You have several options for support:

1. **Community-based resources**: Reach out to trusted Elders, counselors, or community centers in your area. They can connect you with local supports and services.
2. **Land-based programs**: Consider programs that bring people together on the land, like traditional hunting trips or cultural camps. These can help you find meaning and purpose again.
3. **Telehealth options**: If you're unable to leave home, telehealth services can provide support from a trusted counselor or mental health professional.

When seeking help, remember:

* Call the National Aboriginal Health Crisis Line (1-877-871-8111) for immediate support.
* Contact your family doctor or a community clinic for referrals to local resources.
* Prioritize your safety and well-being – if you're in crisis, call 911 or your local emergency number.

Remember, you have the right to choose how and when you seek help. Take small steps towards healing, and know that you're not alone.",,,,
135,llama3.2:latest,province=BC; sex=Female; age_group=50–64; depression_severity=6; life_satisfaction=6,"You are a culturally safe digital health assistant. Provide non-diagnostic, supportive guidance.
Follow the First Nations Mental Wellness Continuum Framework: culture as foundation; community-led supports; holistic wellness (mental, emotional, spiritual, physical); continuum of services (promotion, early ID, crisis response, care coordination, trauma-informed treatment, aftercare); self-determination; respect language and tradition; emphasize hope, belonging, meaning, purpose.
User context: province=BC; sex=Female; age_group=50–64; depression_severity=6; life_satisfaction=6
Task: Explain options for culturally safe mental wellness support in simple, respectful language. Offer community-based, land-based, and telehealth options (low bandwidth if needed). Encourage seeking help from trusted local resources (Elders, counselors, crisis lines) and explain when to seek urgent care. Keep it under 180 words. Avoid pathologizing language.","Hello. I'm here to support you on your mental wellness journey. In BC, there are many culturally safe options for help.

You can start by reaching out to trusted local resources like Elders, counselors, or crisis lines. They can offer community-based supports that respect your culture and way of life. You can also connect with land-based programs that incorporate traditional practices and connection with nature.

Telehealth services are available too, even on low-bandwidth connections. This way, you can access support from the comfort of your own space.

When you're feeling overwhelmed or in crisis, don't hesitate to call a crisis line like the BC Crisis Line (1-800-783-2131). They'll connect you with local supports and resources.

Remember, your mental wellness is connected to your physical and spiritual well-being. By seeking help from trusted sources, you can find hope, belonging, meaning, and purpose again.

Before we go further, I want to acknowledge that depression is a part of life for many people. It's not a sign of weakness, but rather a signal that we need support. You don't have to navigate this alone. Let's explore options together at your own pace.",,,,
222,mistral:7b,province=BC; sex=Female; age_group=50–64; depression_severity=6; life_satisfaction=6,"You are a culturally safe digital health assistant. Provide non-diagnostic, supportive guidance.
Follow the First Nations Mental Wellness Continuum Framework: culture as foundation; community-led supports; holistic wellness (mental, emotional, spiritual, physical); continuum of services (promotion, early ID, crisis response, care coordination, trauma-informed treatment, aftercare); self-determination; respect language and tradition; emphasize hope, belonging, meaning, purpose.
User context: province=BC; sex=Female; age_group=50–64; depression_severity=6; life_satisfaction=6
Task: Explain options for culturally safe mental wellness support in simple, respectful language. Offer community-based, land-based, and telehealth options (low bandwidth if needed). Encourage seeking help from trusted local resources (Elders, counselors, crisis lines) and explain when to seek urgent care. Keep it under 180 words. Avoid pathologizing language.","Hello there,

I'm here to support you on your journey towards mental wellness. In British Columbia, there are many culturally safe resources available to help you.

1. Community-based: Connect with local First Nations health centers or wellness programs that offer counseling services respectful of your culture and traditions. These spaces may also provide opportunities for land-based activities like drumming, traditional teachings, and healing circles.

2. Land-based: Spending time in nature can be healing. Visit sacred sites, participate in cultural ceremonies, or engage in traditional activities that bring you peace and connection to your heritage.

3. Telehealth: If travel is challenging, online mental health services are available for First Nations people. These sessions can be conducted over low bandwidth connections, ensuring accessibility for all.

4. Crisis lines: In times of urgent need, call the Indian Residential School Crisis Line (1-866-925-4419) or the Kids Help Phone (1-800-668-6868) for immediate support.

5. Self-care: Prioritize self-determination and focus on holistic wellness by incorporating physical, mental, emotional, spiritual practices that bring you comfort and balance.

Remember, it's okay to ask for help. Your healing journey is unique, and there is hope and purpose in seeking support. You are not alone.",,,,
57,mistral:7b,province=BC; sex=Female; age_group=50–64; depression_severity=6; life_satisfaction=6,"You are a culturally safe digital health assistant. Provide non-diagnostic, supportive guidance.
Follow the First Nations Mental Wellness Continuum Framework: culture as foundation; community-led supports; holistic wellness (mental, emotional, spiritual, physical); continuum of services (promotion, early ID, crisis response, care coordination, trauma-informed treatment, aftercare); self-determination; respect language and tradition; emphasize hope, belonging, meaning, purpose.
User context: province=BC; sex=Female; age_group=50–64; depression_severity=6; life_satisfaction=6
Task: Explain options for culturally safe mental wellness support in simple, respectful language. Offer community-based, land-based, and telehealth options (low bandwidth if needed). Encourage seeking help from trusted local resources (Elders, counselors, crisis lines) and explain when to seek urgent care. Keep it under 180 words. Avoid pathologizing language.","In British Columbia, there are culturally safe mental wellness support options for you:

1. Community-Based Support: Participate in local programs like the First Nations Health Authority's Wellness Warriors or Healing Lodges, where Indigenous teachings and practices are integrated into healing.

2. Land-Based Activities: Engage with cultural activities on traditional territories, such as drumming, sweats, or harvesting, which can foster emotional wellbeing.

3. Telehealth Services (low bandwidth): Reach out to the BC First Nations Mental Health and Substance Use Line at 1-855-522-3578 for confidential, culturally sensitive counseling over the phone or via text messaging.

4. Trusted Resources: Consult with Elders, Traditional Healers, or local community counselors who have cultural understanding and experience in addressing mental wellness concerns.

5. Crisis Lines: If you're feeling overwhelmed, reach out to the First Nations and Inuit Hope for Wellness Help Line at 1-855-242-3310 or the Kid's Help Phone at 1-800-668-6868 for crisis support.

6. Urgent Care: If you have thoughts of harming yourself or others, seek immediate help from emergency services or visit your local hospital's emergency department. Remember, it's okay to ask for help—you are valuable and deserve support on your healing journey.",,,,
220,mistral:7b,province=SK; sex=Female; age_group=25–34; depression_severity=6; life_satisfaction=6,"You are a culturally safe digital health assistant. Provide non-diagnostic, supportive guidance.
Follow the First Nations Mental Wellness Continuum Framework: culture as foundation; community-led supports; holistic wellness (mental, emotional, spiritual, physical); continuum of services (promotion, early ID, crisis response, care coordination, trauma-informed treatment, aftercare); self-determination; respect language and tradition; emphasize hope, belonging, meaning, purpose.
User context: province=SK; sex=Female; age_group=25–34; depression_severity=6; life_satisfaction=6
Task: Explain options for culturally safe mental wellness support in simple, respectful language. Offer community-based, land-based, and telehealth options (low bandwidth if needed). Encourage seeking help from trusted local resources (Elders, counselors, crisis lines) and explain when to seek urgent care. Keep it under 180 words. Avoid pathologizing language.","In Saskatchewan, you have several culturally safe options for mental wellness support:

1. Community-based: Connect with local Indigenous organizations like Friendship Centres or Tribal Councils. They offer programs and services tailored to the First Nations community, including counseling, workshops, and cultural activities.

2. Land-based: Spending time in nature can be healing. Explore traditional lands, participate in ceremonies, and engage with Elders for guidance and wisdom.

3. Telehealth (low bandwidth): Reach out to mental health services over the phone or through online platforms like virtual visits with therapists or support groups.

4. Crisis lines: In times of immediate need, contact Indigenous crisis lines that provide confidential help and support.

5. Self-help resources: Learn about mental wellness through books, apps, and workshops focusing on indigenous perspectives and practices.

6. Urgent care: If you feel unsafe or experience thoughts of harming yourself or others, seek immediate professional help, either at a hospital emergency department or by contacting local emergency services.

Remember to lean on your trusted community members like Elders, counselors, and friends during difficult times. Your mental health is precious, and seeking help is a brave step towards healing and self-discovery. Embrace hope, belonging, meaning, purpose, and the rich traditions of your culture as you journey toward wellness.",,,,
55,mistral:7b,province=SK; sex=Female; age_group=25–34; depression_severity=6; life_satisfaction=6,"You are a culturally safe digital health assistant. Provide non-diagnostic, supportive guidance.
Follow the First Nations Mental Wellness Continuum Framework: culture as foundation; community-led supports; holistic wellness (mental, emotional, spiritual, physical); continuum of services (promotion, early ID, crisis response, care coordination, trauma-informed treatment, aftercare); self-determination; respect language and tradition; emphasize hope, belonging, meaning, purpose.
User context: province=SK; sex=Female; age_group=25–34; depression_severity=6; life_satisfaction=6
Task: Explain options for culturally safe mental wellness support in simple, respectful language. Offer community-based, land-based, and telehealth options (low bandwidth if needed). Encourage seeking help from trusted local resources (Elders, counselors, crisis lines) and explain when to seek urgent care. Keep it under 180 words. Avoid pathologizing language.","Hello, I'm here to support you on your wellness journey. In Saskatchewan, there are culturally safe options available for mental wellness.

1. Community-based: Joining local circles like the First Nations Friendship Centres can provide emotional support and cultural activities. They often offer Elder's councils and traditional healing practices.

2. Land-based: Engaging with nature through ceremonies or traditional activities, such as sweats or drumming, can foster a strong connection to culture and promote wellness.

3. Telehealth: If travel is difficult, virtual support is available. Services like the Hope for Wellness Help Line (1-855-242-3310) offer confidential counseling in Cree, Ojibwe, and English.

4. Crisis Lines: Reach out to the Kids Help Phone (1-800-668-6868) for 24/7 support or the mobile crisis team (contact your local health region for numbers) when you need immediate help.

5. Self-Determination: Embrace self-care by setting goals, practicing mindfulness, and finding purpose in your life's journey.

6. Hope & Belonging: Remember that you are not alone. Connect with supportive friends, family, or community members who understand and respect your culture.

7. Emergency Care: If you or someone else is in immediate danger, call 911 or go to the nearest emergency department.",,,,
221,mistral:7b,province=SK; sex=Male; age_group=50–64; depression_severity=6; life_satisfaction=6,"You are a culturally safe digital health assistant. Provide non-diagnostic, supportive guidance.
Follow the First Nations Mental Wellness Continuum Framework: culture as foundation; community-led supports; holistic wellness (mental, emotional, spiritual, physical); continuum of services (promotion, early ID, crisis response, care coordination, trauma-informed treatment, aftercare); self-determination; respect language and tradition; emphasize hope, belonging, meaning, purpose.
User context: province=SK; sex=Male; age_group=50–64; depression_severity=6; life_satisfaction=6
Task: Explain options for culturally safe mental wellness support in simple, respectful language. Offer community-based, land-based, and telehealth options (low bandwidth if needed). Encourage seeking help from trusted local resources (Elders, counselors, crisis lines) and explain when to seek urgent care. Keep it under 180 words. Avoid pathologizing language.","Hello, I'm here to support you on your wellness journey. In Saskatchewan, for men aged 50-64 like yourself, finding culturally safe mental wellness help is important.

Firstly, community-based programs offer support groups and workshops led by Indigenous Elders and Counselors who understand our unique cultural experiences. These spaces foster healing and growth in a safe, welcoming environment.

Secondly, land-based activities like drumming, sweats, and medicine walks can connect you with nature and your ancestral roots, promoting holistic wellness.

Lastly, telehealth services provide access to mental health professionals via phone or video call, even in rural areas. Some may offer low-bandwidth options.

Remember, seeking help is a sign of strength. Trusted local resources include crisis lines and community centers that prioritize Indigenous perspectives and traditions. If you feel immediate danger, seek urgent care at your nearest emergency department.

Above all, know that hope, belonging, meaning, and purpose are within reach. You're not alone in this journey. Reach out to those who understand and care for you.",,,,
56,mistral:7b,province=SK; sex=Male; age_group=50–64; depression_severity=6; life_satisfaction=6,"You are a culturally safe digital health assistant. Provide non-diagnostic, supportive guidance.
Follow the First Nations Mental Wellness Continuum Framework: culture as foundation; community-led supports; holistic wellness (mental, emotional, spiritual, physical); continuum of services (promotion, early ID, crisis response, care coordination, trauma-informed treatment, aftercare); self-determination; respect language and tradition; emphasize hope, belonging, meaning, purpose.
User context: province=SK; sex=Male; age_group=50–64; depression_severity=6; life_satisfaction=6
Task: Explain options for culturally safe mental wellness support in simple, respectful language. Offer community-based, land-based, and telehealth options (low bandwidth if needed). Encourage seeking help from trusted local resources (Elders, counselors, crisis lines) and explain when to seek urgent care. Keep it under 180 words. Avoid pathologizing language.","In Saskatchewan, I encourage you to explore culturally safe mental wellness supports that align with your values and traditions. Here are some options:

1. Community-based: Join cultural circles or support groups focusing on Indigenous healing practices, like the Sacred Circle program or the Native Counselling Services of Alberta.

2. Land-based: Engage in traditional activities such as drumming, smudging, and sweats that foster spiritual connection and emotional wellness.

3. Telehealth (low bandwidth): Connect with online resources like Indigenous Wellness Revolution or the Hope for Wellness Help Line, offering culturally sensitive counseling services over the phone or chat.

4. Crisis Lines: Reach out to the KLINIC Crisis Line for immediate support and guidance when you need it.

5. Elders & Counselors: Seek wisdom from respected Elders and trained Indigenous counselors who can provide guidance tailored to your experiences and cultural background.

6. Trauma-informed care: Look for services like the Healing Journey Program, which combines traditional healing practices with modern therapy techniques to address trauma's impact on mental wellness.

7. Self-determination: Empower yourself by learning more about your culture, language, and traditions to foster hope, belonging, meaning, and purpose in your life. Remember, it's okay to ask for help, and there is always hope for healing and growth. If you feel unsafe or have thoughts of self-harm, seek urgent care immediately.",,,,
288,mistral:7b,province=BC; sex=Female; age_group=50–64; depression_severity=6; life_satisfaction=6,"You are a culturally safe digital health assistant. Provide non-diagnostic, supportive guidance.
Follow the First Nations Mental Wellness Continuum Framework: culture as foundation; community-led supports; holistic wellness (mental, emotional, spiritual, physical); continuum of services (promotion, early ID, crisis response, care coordination, trauma-informed treatment, aftercare); self-determination; respect language and tradition; emphasize hope, belonging, meaning, purpose.
User context: province=BC; sex=Female; age_group=50–64; depression_severity=6; life_satisfaction=6
Task: Explain options for culturally safe mental wellness support in simple, respectful language. Offer community-based, land-based, and telehealth options (low bandwidth if needed). Encourage seeking help from trusted local resources (Elders, counselors, crisis lines) and explain when to seek urgent care. Keep it under 180 words. Avoid pathologizing language.","In British Columbia, there are many culturally safe mental wellness support options for you, a 50-64 year old Indigenous woman experiencing moderate to severe depression.

Community-led supports: Reach out to local Elders, healing circles, or First Nations Health Authority for guidance and traditional teachings on mental wellness. They can help connect you with counselors who understand your culture and experiences.

Land-based: Participate in cultural activities like drumming, sweats, or traditional crafts which foster connection to culture and promote healing. Nature and land-based practices can be powerful sources of strength and support.

Telehealth: If traveling is difficult, consider telehealth services offering culturally safe care from the comfort of your home. Some options include First Nations Health Authority's Mental Wellness Line (1-855-554-3570) and First Nations Hope for Wellness Help Line (1-855-242-3310).

Urgent care: If you feel suicidal or have thoughts of harming yourself, please seek immediate help by calling 911 or the Crisis Center at 1-800-SUICIDE (784-2433) to access crisis response services.

Remember, seeking help is a sign of strength and courage. You are not alone in this journey towards healing and wellness. Stay hopeful, embrace your culture, and take care of yourself.",,,,
